,Unnamed: 0,Unnamed: 0.1,count,references
2502,2503,"See Edin-
inclosed and laid out in gardens or promenades in the same burghshire",1,"Edin-
inclosed and laid out in gardens or promenades in the same burghshire"
2503,2504,"See also the Abbe Voder’s German
VOL",1,"also the Abbe Voder’s German
VOL"
2504,2505,See Tagliacozzi,1,Tagliacozzi
2489,2490,"See As
pasia",1,"As
pasia"
2488,2489,"See Anatomy
388
LIVERPOOL",1,"Anatomy
388
LIVERPOOL"
2487,2488,See Civil State,1,Civil State
2478,2479,"See the articles Geo
logy and Physical Geography",1,"the articles Geo
logy and Physical Geography"
2472,2473,See Fifth Report of Committee of the House of Commons,1,Fifth Report of Committee of the House of Commons
2473,2474,See volume xi,1,volume xi
2474,2475,See the French national work on Egypt,1,the French national work on Egypt
2475,2476,See Trinity,1,Trinity
2476,2477,See Ritter ad Novell,1,Ritter ad Novell
2477,2478,See Colomesii Opuscula,1,Colomesii Opuscula
2479,2480,See Funeral,1,Funeral
2486,2487,"See Figure
op the Earth",1,"Figure
op the Earth"
2480,2481,See Dalrymple,1,Dalrymple
2481,2482,See Peridat,1,Peridat
2482,2483,See Hamilton,1,Hamilton
2483,2484,See Gother’s Papist Misrepresented and Represented,1,Gother’s Papist Misrepresented and Represented
2484,2485,See Mille Passes,1,Mille Passes
2485,2486,See Star,1,Star
2433,2434,"See Optics and
Polarization",1,"Optics and
Polarization"
2431,2432,"See his chapter
De Debouches",1,"his chapter
De Debouches"
2506,2507,See HAMAD AN,1,HAMAD AN
2376,2377,See a very judicious dissertation on this curious and puzzling subject,1,a very judicious dissertation on this curious and puzzling subject
2378,2379,See Capite Censi,1,Capite Censi
2379,2380,See the Dissertation of Dodwell,1,the Dissertation of Dodwell
2380,2381,See Violin,1,Violin
2381,2382,See Chain Bridges,1,Chain Bridges
2382,2383,See Annuities,1,Annuities
2383,2384,See Rock-Crystal,1,Rock-Crystal
2384,2385,See Petri Antonii Michelotti Tridentini de Separatione Fluidorum in Corpore Animah Dissertatio physico-mechamco-medica,1,Petri Antonii Michelotti Tridentini de Separatione Fluidorum in Corpore Animah Dissertatio physico-mechamco-medica
2385,2386,See Rolling and Pitching,1,Rolling and Pitching
2386,2387,See Angling,1,Angling
2387,2388,See the article Druid,1,the article Druid
2388,2389,See Romano,1,Romano
2389,2390,See Wernerian Memoirs,1,Wernerian Memoirs
2390,2391,See Privy Council,1,Privy Council
2391,2392,See Introduction to A Treatise on Biliary Concretions,1,Introduction to A Treatise on Biliary Concretions
2392,2393,See Feed,1,Feed
2377,2378,See likewise the edition of King’s Origin of Evil,1,likewise the edition of King’s Origin of Evil
2375,2376,See Ceylanite,1,Ceylanite
2430,2431,"See also
Eudem",1,"also
Eudem"
2374,2375,"See ofDunkeld  729
5",1,"ofDunkeld  729
5"
2359,2360,"See Berg-
mani Opuscula",1,"Berg-
mani Opuscula"
2360,2361,See Wageeo,1,Wageeo
2361,2362,See also Chladni,1,also Chladni
2362,2363,See Assize,1,Assize
2363,2364,See Iron-Making,1,Iron-Making
2364,2365,See Becket,1,Becket
2365,2366,See Dumbartonshire,1,Dumbartonshire
2366,2367,See Bogomili,1,Bogomili
2367,2368,"See Mam-
in Ast[™omy> a fixed star of the first mag-
nituciCj tii6 Sciinc with Ccipclla",1,"Mam-
in Ast[™omy> a fixed star of the first mag-
nituciCj tii6 Sciinc with Ccipclla"
2368,2369,See Dodona,1,Dodona
2369,2370,See Metellus,1,Metellus
2370,2371,See the article Exchange,1,the article Exchange
2371,2372,See Retz,1,Retz
2372,2373,See Mavne’s Siller Gun,1,Mavne’s Siller Gun
2373,2374,See Materia Medic a,1,Materia Medic a
2393,2394,See Breton,1,Breton
2394,2395,See Austria,1,Austria
2395,2396,See Peristyle,1,Peristyle
2396,2397,See Jameson’s Mineralogy,1,Jameson’s Mineralogy
2415,2416,See plan of a chapel annexed to ditto,1,plan of a chapel annexed to ditto
2416,2417,See of Glasgow,1,of Glasgow
2417,2418,See Blankof,1,Blankof
2418,2419,See Iambus,1,Iambus
2419,2420,See Person in Br,1,Person in Br
2420,2421,"See Western Iersi-
NORD",1,"Western Iersi-
NORD"
2421,2422,See Gladiator,1,Gladiator
2422,2423,See Faroe,1,Faroe
2423,2424,See Cheval-de-Frise,1,Cheval-de-Frise
2424,2425,See the article Peru,1,the article Peru
2425,2426,"See the article
Australasia for a general account of this immense
island; and the article Wales",1,"the article
Australasia for a general account of this immense
island; and the article Wales"
2426,2427,See Mallet,1,Mallet
2427,2428,See Expiation,1,Expiation
2428,2429,See also the 2d volume of Burchell’s Travels,1,also the 2d volume of Burchell’s Travels
2429,2430,"See Optics and
which is comprised under some general one called a genus",1,"Optics and
which is comprised under some general one called a genus"
2414,2415,See also Euseb,1,also Euseb
2413,2414,See his treatise Dell' Arte della Guerra,1,his treatise Dell' Arte della Guerra
2412,2413,See Cupar of Angus,1,Cupar of Angus
2403,2404,See Boyce,1,Boyce
2397,2398,See Water-Works,1,Water-Works
2398,2399,See especially the following works: De la Marre,1,especially the following works: De la Marre
2399,2400,See Augite,1,Augite
2400,2401,See 5 34,1,5 34
2401,2402,See De Blainville’s Dissertation sur la place que la famille des Ornithorhynches et des Echidnts doit occuper dans les series naturelles,1,De Blainville’s Dissertation sur la place que la famille des Ornithorhynches et des Echidnts doit occuper dans les series naturelles
2402,2403,See Chromatics,1,Chromatics
2404,2405,See Aqueduct,1,Aqueduct
2411,2412,See figure next column,1,figure next column
2405,2406,See Rhamnus,1,Rhamnus
2406,2407,See Turner’s History of England,1,Turner’s History of England
2407,2408,See Lond,1,Lond
2408,2409,See Domesday Book,1,Domesday Book
2409,2410,See Poor-Laws,1,Poor-Laws
2410,2411,See an Essay by Mr,1,an Essay by Mr
2505,2506,See Solfa,1,Solfa
2507,2508,See Aberbrothick,1,Aberbrothick
2357,2358,See Inquiry into the Human Mind,1,Inquiry into the Human Mind
2601,2602,See Zoisite,1,Zoisite
2603,2604,See Miracle,1,Miracle
2604,2605,"See Alc-
maeon",1,"Alc-
maeon"
2605,2606,See Adirbeitsan,1,Adirbeitsan
2606,2607,See Gregory’s Mechanics,1,Gregory’s Mechanics
2607,2608,See Mr Walpole’s observations on this subject,1,Mr Walpole’s observations on this subject
2608,2609,See to that point of the retina,1,to that point of the retina
2609,2610,See the article Louisiana,1,the article Louisiana
2610,2611,See Oxus,1,Oxus
2611,2612,See Smith’s Scripture Testimony to the Messiah,1,Smith’s Scripture Testimony to the Messiah
2612,2613,See Beryl,1,Beryl
2613,2614,See Dioptase,1,Dioptase
2614,2615,See West’s Pindar,1,West’s Pindar
2615,2616,"See Bishop But*
ler’s Analogy",1,"Bishop But*
ler’s Analogy"
2616,2617,See striking evidences of these influences in the Report,1,striking evidences of these influences in the Report
2617,2618,See likewise the _ a,1,likewise the _ a
2602,2603,See Book-keeping,1,Book-keeping
2600,2601,See Figure to preceding Prop,1,Figure to preceding Prop
2582,2583,"See Eng
land",1,"Eng
land"
2599,2600,See Villiers,1,Villiers
2584,2585,See Zaragoza,1,Zaragoza
2585,2586,See Ammianus,1,Ammianus
2586,2587,"See Practical
Treatise of Gardening",1,"Practical
Treatise of Gardening"
2587,2588,See Palestine,1,Palestine
2588,2589,"See the article
Carpentry",1,"the article
Carpentry"
2589,2590,See also Annul,1,also Annul
2590,2591,See Canon Law,1,Canon Law
2591,2592,See Bouchette’s ,1,Bouchette’s 
2592,2593,See also Edinburgh Review,1,also Edinburgh Review
2593,2594,See also the art,1,also the art
2594,2595,See Veterinary Medicine,1,Veterinary Medicine
2595,2596,See Mecanique Celeste,1,Mecanique Celeste
2596,2597,See particularly,1,particularly
2597,2598,"See Smith’s
Wealth of Nations",1,"Smith’s
Wealth of Nations"
2598,2599,See Bayle’s Diet,1,Bayle’s Diet
2618,2619,"See the article on the Caspian
Sea",1,"the article on the Caspian
Sea"
2619,2620,See Victor,1,Victor
2620,2621,See Dr Clarke’s Account of his Experiments,1,Dr Clarke’s Account of his Experiments
2621,2622,See First Kings,1,First Kings
2640,2641,"See Alge
bra",1,"Alge
bra"
2641,2642,See Plants,1,Plants
2642,2643,See Monopteros,1,Monopteros
2643,2644,See Burning Glass,1,Burning Glass
2644,2645,See Osservazione per servire alia storia di una specie di lulus communissirna,1,Osservazione per servire alia storia di una specie di lulus communissirna
2645,2646,"See Fal
conry",1,"Fal
conry"
2646,2647,See Gondi,1,Gondi
2647,2648,"See Cuvier's
Mote sur la pretendue existence du lienne en France dans le moyen age",1,"Cuvier's
Mote sur la pretendue existence du lienne en France dans le moyen age"
2648,2649,"See Pritchard’s Microscopic Illus
trations",1,"Pritchard’s Microscopic Illus
trations"
2649,2650,See Khandesh,1,Khandesh
2650,2651,"See the
article Pelasgians",1,"the
article Pelasgians"
2651,2652,"See Chemist^
ZINZENDORF",1,"Chemist^
ZINZENDORF"
2652,2653,See the article Arabia,1,the article Arabia
2653,2654,"See Hales’
Chronology",1,"Hales’
Chronology"
2654,2655,"See the I ransia
tion of Bayle’s Dictionary",1,"the I ransia
tion of Bayle’s Dictionary"
2639,2640,See Ellicott,1,Ellicott
2638,2639,See Ruhnkenii Opuscula,1,Ruhnkenii Opuscula
2637,2638,See article Cross,1,article Cross
2628,2629,See Sharpey in Cyclop,1,Sharpey in Cyclop
2622,2623,See M-Culloch’s Statistical Account of the British Empire,1,M-Culloch’s Statistical Account of the British Empire
2623,2624,See the Histoire Naturelle des Animaux sans Vertebres,1,the Histoire Naturelle des Animaux sans Vertebres
2624,2625,"See 1 ke -
celii Analogue Microcosmi ad Macrocosmon",1,"1 ke -
celii Analogue Microcosmi ad Macrocosmon"
2625,2626,See Annals and Antiquities of Jiajast'han,1,Annals and Antiquities of Jiajast'han
2626,2627,See article Optics,1,article Optics
2627,2628,See Kalmucks,1,Kalmucks
2629,2630,"See Ship and Ship-build
ing",1,"Ship and Ship-build
ing"
2636,2637,See New Ross,1,New Ross
2630,2631,See also fig,1,also fig
2631,2632,See Bishop Jolly’s Christian Sacrifice in the Eucharist,1,Bishop Jolly’s Christian Sacrifice in the Eucharist
2632,2633,See a beautiful pannage De le^,1,a beautiful pannage De le^
2633,2634,See Kirkcudbright and Wigtonshire,1,Kirkcudbright and Wigtonshire
2634,2635,See likewise Wodrow,1,likewise Wodrow
2635,2636,See the article Rotation,1,the article Rotation
2583,2584,"See Magic and Ap
paritions",1,"Magic and Ap
paritions"
2581,2582,See Mahommedanism,1,Mahommedanism
2508,2509,See Sulp,1,Sulp
2526,2527,See Kuhlmann,1,Kuhlmann
2528,2529,"See his
various writings",1,"his
various writings"
2529,2530,See Horse,1,Horse
2530,2531,See Osmium,1,Osmium
2531,2532,"See Evidence before the Co
pyright Committee in 1814",1,"Evidence before the Co
pyright Committee in 1814"
2532,2533,See Mr Weston’s Enquiry into the Rejection of the Christian Miracles by the Heathens,1,Mr Weston’s Enquiry into the Rejection of the Christian Miracles by the Heathens
2533,2534,"See also the German memoir by Dr Carus on the circulation of the larva; of neu-
ropterous insects (Leipsig",1,"also the German memoir by Dr Carus on the circulation of the larva; of neu-
ropterous insects (Leipsig"
2534,2535,"See remarks on
his philosophical character in the First Dissertation",1,"remarks on
his philosophical character in the First Dissertation"
2535,2536,See article Army,1,article Army
2536,2537,See Burntisland,1,Burntisland
2537,2538,See Instinct,1,Instinct
2538,2539,See Dissertation p,1,Dissertation p
2539,2540,"See also
liogniat",1,"also
liogniat"
2540,2541,"See articles Music and
Temperament",1,"articles Music and
Temperament"
2541,2542,See Latitude,1,Latitude
2542,2543,See Ethiopia,1,Ethiopia
2527,2528,See Orthostyle,1,Orthostyle
2525,2526,See Maritime Law,1,Maritime Law
2580,2581,See also Art,1,also Art
2524,2525,See Dublin,1,Dublin
2509,2510,See he port of the Select Committee to ( onerexs,1,he port of the Select Committee to ( onerexs
2510,2511,See Weighing-Machines,1,Weighing-Machines
2511,2512,"See also Vinius Se
quester Oberlini",1,"also Vinius Se
quester Oberlini"
2512,2513,See Horn,1,Horn
2513,2514,See Guttje,1,Guttje
2514,2515,"See Notice sur la Vie et les Ouvrages de
Condorcet",1,"Notice sur la Vie et les Ouvrages de
Condorcet"
2515,2516,See the work of Abbate Andrez,1,the work of Abbate Andrez
2516,2517,See Bled-el-Jeheede,1,Bled-el-Jeheede
2517,2518,See plans minutely descrining the mode of ventilation,1,plans minutely descrining the mode of ventilation
2518,2519,See Coromandel,1,Coromandel
2519,2520,See Losenmuller,1,Losenmuller
2520,2521,See the article “ Hydatids” in Cyclop,1,the article “ Hydatids” in Cyclop
2521,2522,See Switzerland,1,Switzerland
2522,2523,See Tight,1,Tight
2523,2524,See on this subject Whewell’s Report on Mineralogy to the British Association,1,on this subject Whewell’s Report on Mineralogy to the British Association
2543,2544,See Wilson’s Illustrations of Zoology,1,Wilson’s Illustrations of Zoology
2544,2545,See R,1,R
2545,2546,See Metaphysics and Moral Philosophy,1,Metaphysics and Moral Philosophy
2546,2547,"See Bailey and Gulley’s General Vieiv of the Agricul
ture of Cumberland ; Hutchinson’s History of Cumberland;
Houseman’s Topographical Description of Cumberland;
Gilpin’s Observations on the Lakes",1,"Bailey and Gulley’s General Vieiv of the Agricul
ture of Cumberland ; Hutchinson’s History of Cumberland;
Houseman’s Topographical Description of Cumberland;
Gilpin’s Observations on the Lakes"
2565,2566,"See Muller’s History and Antiquities of
the Doric Race",1,"Muller’s History and Antiquities of
the Doric Race"
2566,2567,"See Penal Jurispru-
RENCE",1,"Penal Jurispru-
RENCE"
2567,2568,See Dal,1,Dal
2568,2569,See Berard,1,Berard
2569,2570,See Bouquet,1,Bouquet
2570,2571,See Jade,1,Jade
2571,2572,"See Constan-
ed guests",1,"Constan-
ed guests"
2572,2573,See prop,1,prop
2573,2574,See the 18th article,1,the 18th article
2574,2575,See Ach-zeans,1,Ach-zeans
2575,2576,See Saville,1,Saville
2576,2577,"See also the late Mr John
ter s Observations on certain parts of the Animal Economy",1,"also the late Mr John
ter s Observations on certain parts of the Animal Economy"
2577,2578,See Annealing,1,Annealing
2578,2579,"See this question treated fully by
Bardili",1,"this question treated fully by
Bardili"
2579,2580,See Current,1,Current
2564,2565,"See of Galloway  450
3",1,"of Galloway  450
3"
2563,2564,See also the Biographic Universelle,1,also the Biographic Universelle
2562,2563,See the Greek original of this quotation,1,the Greek original of this quotation
2553,2554,See Duncan’s Discourse on the Roman Art of War,1,Duncan’s Discourse on the Roman Art of War
2547,2548,See article Navy,1,article Navy
2548,2549,"See also
Hales’ Chronology",1,"also
Hales’ Chronology"
2549,2550,"See Appendix to the
fifth Report of the Select Committee on the Affairs of the
East India Company; J",1,"Appendix to the
fifth Report of the Select Committee on the Affairs of the
East India Company; J"
2550,2551,See Halmote,1,Halmote
2551,2552,See Bayle’s Dictionaire Historique et Critique,1,Bayle’s Dictionaire Historique et Critique
2552,2553,See Phcedrus,1,Phcedrus
2554,2555,See Baine’s Valuable History of Lancaster,1,Baine’s Valuable History of Lancaster
2561,2562,See Achromatic Glasses,1,Achromatic Glasses
2555,2556,See 2 Chron,1,2 Chron
2556,2557,See the Gen,1,the Gen
2557,2558,See Phcedo,1,Phcedo
2558,2559,See Hauyne,1,Hauyne
2559,2560,"See St*t hi
(tiery",1,"St*t hi
(tiery"
2560,2561,See O,1,O
2358,2359,See Staurotide,1,Staurotide
2356,2357,"See also
",1,"also
"
2058,2059,See Linck,1,Linck
2151,2152,"See Middleton’s View of the Agriculture of Middlesex;
and Brayley’s Beaidies of England and Wales",1,"Middleton’s View of the Agriculture of Middlesex;
and Brayley’s Beaidies of England and Wales"
2153,2154,See Lord John Russell’s Official Circular,1,Lord John Russell’s Official Circular
2154,2155,See zwischen Asia und America,1,zwischen Asia und America
2155,2156,See Naval Tactics,1,Naval Tactics
2156,2157,See Easter,1,Easter
2157,2158,See rePeated)y exemplified in the case of new nature of composition,1,rePeated)y exemplified in the case of new nature of composition
2158,2159,See our art,1,our art
2159,2160,See Calendar and Year,1,Calendar and Year
2160,2161,"See also Dr Knox’s Observations on the Anatomy of the Ornithorhynchus
paradoxus",1,"also Dr Knox’s Observations on the Anatomy of the Ornithorhynchus
paradoxus"
2161,2162,See Jesting,1,Jesting
2162,2163,See Aberration,1,Aberration
2163,2164,See D’Herbeiot,1,D’Herbeiot
2164,2165,See Titanite,1,Titanite
2165,2166,See Biographic Universelle,1,Biographic Universelle
2166,2167,See Guglielmini’s Hydraulics,1,Guglielmini’s Hydraulics
2167,2168,See Guischardt’s commentary on this battle,1,Guischardt’s commentary on this battle
2152,2153,See art,1,art
2150,2151,See Itinman,1,Itinman
2132,2133,See Baronet,1,Baronet
2149,2150,See Description de VEgypte,1,Description de VEgypte
2134,2135,See Sparta,1,Sparta
2135,2136,See also Mark,1,also Mark
2136,2137,"See the articles Guatemala
anMOSS? a name given to swampy ground",1,"the articles Guatemala
anMOSS? a name given to swampy ground"
2137,2138,See Return of Briefs delivered to Parliament,1,Return of Briefs delivered to Parliament
2138,2139,"See Erdebescreinung des Konigreichs Hannover^ von
Sonne ; Weiniarishe Erdebescreinung",1,"Erdebescreinung des Konigreichs Hannover^ von
Sonne ; Weiniarishe Erdebescreinung"
2139,2140,See Saavedra,1,Saavedra
2140,2141,See Mr Baily’s Account of the Reverend John Flamsteed,1,Mr Baily’s Account of the Reverend John Flamsteed
2141,2142,"See the article
Mummy",1,"the article
Mummy"
2142,2143,See the miracles of Martin and of the hermits of Egypt,1,the miracles of Martin and of the hermits of Egypt
2143,2144,"See the same author’s Lift
st' t\t T’ > Y' Pr°fessor °f Dwimty m the University of Glasgow",1,"the same author’s Lift
st' t\t T’ > Y' Pr°fessor °f Dwimty m the University of Glasgow"
2144,2145,See the second edition of Dr Irving’s Memoirs of the Life and Writings of George Buchanan,1,the second edition of Dr Irving’s Memoirs of the Life and Writings of George Buchanan
2145,2146,See Saturn,1,Saturn
2146,2147,See Deemster,1,Deemster
2147,2148,See Digest of Gaol Returns,1,Digest of Gaol Returns
2148,2149,See a very learned and satisfactorv article on the Greek Texts of the Roman Law,1,a very learned and satisfactorv article on the Greek Texts of the Roman Law
2168,2169,"See may there tore be con
sidered as oolv an honourable exile",1,"may there tore be con
sidered as oolv an honourable exile"
2169,2170,See More,1,More
2170,2171,See Backwoodsman,1,Backwoodsman
2171,2172,See Potowmack,1,Potowmack
2190,2191,See Temminck’s Monographics,1,Temminck’s Monographics
2191,2192,See Tycho de Nova Stella anni 1572; Hevelius,1,Tycho de Nova Stella anni 1572; Hevelius
2192,2193,"See Mechanics for an account of
the general principles",1,"Mechanics for an account of
the general principles"
2193,2194,See Gunter’s Scale,1,Gunter’s Scale
2194,2195,See Bishop ButJs Analogy,1,Bishop ButJs Analogy
2195,2196,See Begg’s Connected View of some of the Scriptural Evidence of the Redeemer’s Speedy Personal Return,1,Begg’s Connected View of some of the Scriptural Evidence of the Redeemer’s Speedy Personal Return
2196,2197,See Vega,1,Vega
2197,2198,See Alcohol,1,Alcohol
2198,2199,"See the
article Paraguay",1,"the
article Paraguay"
2199,2200,See also Lettres u M,1,also Lettres u M
2200,2201,See Encyclopedia of Geography,1,Encyclopedia of Geography
2201,2202,See Ides and Nones,1,Ides and Nones
2202,2203,"See Parlia-
REPRIEVE",1,"Parlia-
REPRIEVE"
2203,2204,See Bukharia,1,Bukharia
2204,2205,See Book-Keeping,1,Book-Keeping
2189,2190,See Holland and Netherlands,1,Holland and Netherlands
2188,2189,"See Uni-
PROFILE",1,"Uni-
PROFILE"
2187,2188,See the articles Climate and Meteorology,1,the articles Climate and Meteorology
2178,2179,See Khorassan,1,Khorassan
2172,2173,See Microscopic Cabinet,1,Microscopic Cabinet
2173,2174,See Act of Faith,1,Act of Faith
2174,2175,See Extracts from the information received by the Commissioners of Inquiry into the 1 oor-Laws,1,Extracts from the information received by the Commissioners of Inquiry into the 1 oor-Laws
2175,2176,See Euseb,1,Euseb
2176,2177,See Planches Col,1,Planches Col
2177,2178,See Palmyra,1,Palmyra
2179,2180,See Bankrupt,1,Bankrupt
2186,2187,See the Article Carpentry,1,the Article Carpentry
2180,2181,See Balk,1,Balk
2181,2182,"See Oural
Mountains",1,"Oural
Mountains"
2182,2183,See the answers to Questions VII,1,the answers to Questions VII
2183,2184,See the article Logic,1,the article Logic
1457,1458,See Azure stone,1,Azure stone
2185,2186,See the articles Gusneky,1,the articles Gusneky
2133,2134,See CEuvres de Law,1,CEuvres de Law
2131,2132,See Coxe’s Russian Discoveries,1,Coxe’s Russian Discoveries
2206,2207,See Presently,1,Presently
2076,2077,See Alembert,1,Alembert
2078,2079,"See v65)- But
subdivided; and its trunk lnd™„7finetVar'0US ye1V‘ded and "" ""‘' 'i C°Tm f ""'' ProPortions of this ingredient in an un
contorted and co?vo™edTndXeCf'°nS mayA;e Va",1,"v65)- But
subdivided; and its trunk lnd™„7finetVar'0US ye1V‘ded and "" ""‘' 'i C°Tm f ""'' ProPortions of this ingredient in an un
contorted and co?vo™edTndXeCf'°nS mayA;e Va"
2079,2080,"See Austral
asia",1,"Austral
asia"
2080,2081,See Brande’s Journal,1,Brande’s Journal
2081,2082,See Bishop Monk’s Life of Richard Bentley,1,Bishop Monk’s Life of Richard Bentley
2082,2083,See Barrow’s Led,1,Barrow’s Led
2083,2084,"See Phas-
cum serratum",1,"Phas-
cum serratum"
2084,2085,See Bruce’s Travels (vol,1,Bruce’s Travels (vol
2085,2086,See Humboldt’s Political Essay on the Kingdom of New Spain,1,Humboldt’s Political Essay on the Kingdom of New Spain
2086,2087,See Notice Historique sur Abulfeda et ses Ouvrages,1,Notice Historique sur Abulfeda et ses Ouvrages
2087,2088,"See Pneu
matics",1,"Pneu
matics"
2088,2089,See Angola,1,Angola
2089,2090,"See Rousseau’s Musical Dictio
nary",1,"Rousseau’s Musical Dictio
nary"
2090,2091,"See Fund
ing System",1,"Fund
ing System"
2091,2092,See Cavendish,1,Cavendish
2092,2093,See Lanz and Betancourt’s Essai sur Machines,1,Lanz and Betancourt’s Essai sur Machines
2077,2078,See Statius,1,Statius
2075,2076,See Bishop Butler,1,Bishop Butler
2130,2131,See Naismytil’s General View of the Agriculture of Clydesdale; Beaidies of Scotland,1,Naismytil’s General View of the Agriculture of Clydesdale; Beaidies of Scotland
2074,2075,See Arundelian Marbles,1,Arundelian Marbles
2059,2060,"See the Report
of the Institute",1,"the Report
of the Institute"
2060,2061,See Ordnance,1,Ordnance
2061,2062,See also note,1,also note
2062,2063,See Discoveries in Hierogl,1,Discoveries in Hierogl
2063,2064,See Annuities and Mortality,1,Annuities and Mortality
2064,2065,See also Denon’s Travels in Egypt under the head of Medinet-Habou,1,also Denon’s Travels in Egypt under the head of Medinet-Habou
2065,2066,See Valdenses,1,Valdenses
2066,2067,"See the article
RUBIN",1,"the article
RUBIN"
2067,2068,See Cyrenaica,1,Cyrenaica
2068,2069,See John iii,1,John iii
2069,2070,See Edom,1,Edom
2070,2071,See E/iii,1,E/iii
2071,2072,See 2fl vo1- of Ancient Sculpture,1,2fl vo1- of Ancient Sculpture
2072,2073,See Recherches Experimentalcs et Maihtmatiques sur les JMouvemcns des Molecules de Lumisre,1,Recherches Experimentalcs et Maihtmatiques sur les JMouvemcns des Molecules de Lumisre
2073,2074,"See Corn Laws
and Corn Trade",1,"Corn Laws
and Corn Trade"
2093,2094,See also Haller’s Element a de Physiologies,1,also Haller’s Element a de Physiologies
2094,2095,See Hull,1,Hull
2095,2096,See Baston,1,Baston
2096,2097,See Flacccs,1,Flacccs
2115,2116,See AJteali,1,AJteali
2116,2117,See Papers relating to the Police and to the Administration of Civil and Criminal Justice in Bengal,1,Papers relating to the Police and to the Administration of Civil and Criminal Justice in Bengal
2117,2118,"See Entomo
logy",1,"Entomo
logy"
2118,2119,See two papers by Sir Astley Cooper,1,two papers by Sir Astley Cooper
2119,2120,"See the
chapter on Live Stock",1,"the
chapter on Live Stock"
2120,2121,See Pronaos,1,Pronaos
2121,2122,See Majorca and Minorca,1,Majorca and Minorca
2122,2123,See Appendix to the Report on the East India Company’s affairs,1,Appendix to the Report on the East India Company’s affairs
2123,2124,See Lords’ Committee,1,Lords’ Committee
2124,2125,See page 239,1,page 239
2125,2126,See also Pirn,1,also Pirn
2126,2127,"See Polybii et Appiani Historiarum Excerpta Vati-
cana recognita a J",1,"Polybii et Appiani Historiarum Excerpta Vati-
cana recognita a J"
2127,2128,See Biographic Modeme,1,Biographic Modeme
2128,2129,See Er l-' C,1,Er l-' C
2129,2130,See Barytes,1,Barytes
2114,2115,See Dr Barrett’s Essay on the earlier Part of the Life of Swift n 15 LnnH isns a™ rr,1,Dr Barrett’s Essay on the earlier Part of the Life of Swift n 15 LnnH isns a™ rr
2113,2114,"See Hindus
tan",1,"Hindus
tan"
2112,2113,See Pinckard’s Notes on the West Indies,1,Pinckard’s Notes on the West Indies
2103,2104,See Papers relative to slavery in India; Return to the House of Commons,1,Papers relative to slavery in India; Return to the House of Commons
2097,2098,See Reading,1,Reading
2098,2099,See Patkul,1,Patkul
2099,2100,"See Chemistry and
lies",1,"Chemistry and
lies"
2100,2101,See i\ouveUes Annales des Mus,1,i\ouveUes Annales des Mus
2101,2102,See statement in the Life of Dr Currie,1,statement in the Life of Dr Currie
2102,2103,See ShllTsZumZt^T^M^nrRep^t 'If ihfoeZt? ^ G?erf AssemU>J,1,ShllTsZumZt^T^M^nrRep^t 'If ihfoeZt? ^ G?erf AssemU>J
2104,2105,See Louisiana,1,Louisiana
2111,2112,See Thane,1,Thane
2105,2106,See a volume of Fugitive Pieces,1,a volume of Fugitive Pieces
2106,2107,See a translation of this paper in Nicolson't Journal,1,a translation of this paper in Nicolson't Journal
2107,2108,See Almuggim,1,Almuggim
2108,2109,See article Etruscans,1,article Etruscans
2109,2110,See Cecil,1,Cecil
2110,2111,"See Economists and
Political Economy",1,"Economists and
Political Economy"
2205,2206,See Harmotome,1,Harmotome
2207,2208,See Crusades,1,Crusades
2355,2356,See Barrow s 1 realise on the Pope's Supremacy; Works by Hughes,1,Barrow s 1 realise on the Pope's Supremacy; Works by Hughes
2301,2302,"See also Beitrage zw V^timg
der Eugubinischen lufeln von Lassen",1,"also Beitrage zw V^timg
der Eugubinischen lufeln von Lassen"
2303,2304,See Notes on Hoytiy by Charles Mackenzie,1,Notes on Hoytiy by Charles Mackenzie
2304,2305,See also Johnson’s Unbloody Sacrifice,1,also Johnson’s Unbloody Sacrifice
2305,2306,See Maclaurin’s Fluxions,1,Maclaurin’s Fluxions
2306,2307,See the article Anabaptists,1,the article Anabaptists
2307,2308,See Amak,1,Amak
2308,2309,"See Architec
ture",1,"Architec
ture"
2309,2310,See Parliamentary Papers relating to the Trade and Finances of India,1,Parliamentary Papers relating to the Trade and Finances of India
2310,2311,See the article Gas-Lights,1,the article Gas-Lights
2311,2312,See article France,1,article France
2312,2313,See Geere,1,Geere
2313,2314,"See of Brechin 1150
9- See of Caithnes 1150
10",1,"of Brechin 1150
9- of Caithnes 1150
10"
2314,2315,See also Biographic Universelle,1,also Biographic Universelle
2315,2316,See Hoet,1,Hoet
2316,2317,"See the accounts of this epidemic
by Gottwald",1,"the accounts of this epidemic
by Gottwald"
2317,2318,See Turning,1,Turning
2302,2303,"See al h 1 * WaS W°rt 1 a W lole academy- ‘
of the Lao-uiiE a wnti-'' !'",1,"al h 1 * WaS W°rt 1 a W lole academy- ‘
of the Lao-uiiE a wnti-'' !'"
2300,2301,"See likewise Dr Milward’s “ Trallianus Revi-
viscens; or",1,"likewise Dr Milward’s “ Trallianus Revi-
viscens; or"
2282,2283,See Babylon,1,Babylon
2299,2300,See Sevin,1,Sevin
2284,2285,See Berwickshire,1,Berwickshire
2285,2286,See Pump,1,Pump
2286,2287,See Leaf,1,Leaf
2287,2288,See Resort,1,Resort
